org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/99",99,"leebrandt","2017-06-30T20:10:23Z","2017-06-30T21:11:05Z",2,3,52,33,1,"2017-06-30T20:15:47Z",[["nbarbettini"]],1.01,0.09,5.4
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/100",100,"nbarbettini","2017-06-30T20:15:10Z","2017-07-01T05:00:06Z",27,1,27,27,1,"2017-06-30T21:44:19Z",[["jmelberg-okta"]],8.75,1.49,89.15
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/103",103,"leebrandt","2017-07-05T20:44:41Z","2017-07-05T21:20:20Z",1,1,31,0,1,"2017-07-05T21:00:37Z",[["nbarbettini"]],0.59,0.27,15.93
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/104",104,"nbarbettini","2017-07-05T21:55:41Z","2017-07-05T22:01:49Z",3,2,82,80,1,"2017-07-05T21:58:53Z",[["leebrandt"]],0.1,0.05,3.2
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/105",105,"nbarbettini","2017-07-05T22:05:30Z","2017-07-05T22:39:26Z",13,5,364,3,1,"2017-07-05T22:38:18Z",[["leebrandt"]],0.57,0.55,32.8
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/106",106,"leebrandt","2017-07-05T22:38:58Z","2017-07-06T11:53:09Z",1,1,38,7,4,"2017-07-05T22:41:05Z",[["nbarbettini","leebrandt"]],13.24,0.04,2.12
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/107",107,"nbarbettini","2017-07-06T15:53:46Z","2017-07-06T15:58:44Z",4,2,28,17,1,"2017-07-06T15:58:22Z",[["leebrandt"]],0.08,0.08,4.6
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/111",111,"nbarbettini","2017-07-06T21:10:41Z","2017-07-06T23:03:44Z",79,27,820,680,1,"2017-07-06T22:43:47Z",[["leebrandt"]],1.88,1.55,93.1
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/114",114,"nbarbettini","2017-07-06T23:03:23Z","2017-07-06T23:07:34Z",1,2,11,7,1,"2017-07-06T23:07:05Z",[["leebrandt"]],0.07,0.06,3.7
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/115",115,"leebrandt","2017-07-07T02:07:12Z","2017-07-07T11:58:21Z",2,2,24,2,1,"2017-07-07T05:14:08Z",[["nbarbettini"]],9.85,3.12,186.93
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/116",116,"leebrandt","2017-07-07T13:08:16Z","2017-07-07T13:36:06Z",2,1,23,3,1,"2017-07-07T13:35:09Z",[["nbarbettini"]],0.46,0.45,26.88
